master_metadata_album_artist_name,artist_genre
Aaron Taylor,neo soul
Gigolo Y La Exce,trap latino
Gaby,merengue
Thelonious Monk,jazz
Tim_burgandy,unknown
Dave Winnel,tech house
VGR,unknown
LUX,unknown
Jon Lajoie,comedy
Iacho,argentine trap
Lito Vitale,argentine rock
Puppet Master,unknown
Jeremy Soule,medieval
Master Q Karaoke,unknown
Olivia Newton-John,unknown
Dennis Edwards,motown
Doris Day,adult standards
Stellar,unknown
Alan Parsons,progressive rock
Rufus & Chaka Khan,funk
TwoWorldsApart,unknown
Astro,slap house
Galantis,unknown
Chon,math rock
Alvaro Soler,unknown
Young Tender,mexican indie
Bass Mekanik,bass music
Randy Crawford,unknown
Lennon Stella,unknown
Of Monsters and Men,folk pop
10cc,art rock
The Warning,unknown
MEDUZA,unknown
Anyma,melodic techno
Ólafur Arnalds,neoclassical
Galt MacDermot,unknown
John Scofield,jazz fusion
Niklas Dee,hypertechno
Toro y Moi,chillwave
Axel Caram,rkt
Ernesto Molina,mariachi
Domenico Modugno,italian singer-songwriter
French Montana,unknown
The Rounder Girls,unknown
MrRevillz,slap house
Nelly,unknown
Latto,unknown
Foals,indie
Riton,house
Oliver Heldens,future house
The Trammps,disco
André Rieu,classical
Adult Swim Smalls,unknown
Death,death metal
Edwyn Collins,britpop
Apparat,idm
Lanza Internacional,latin rock
Seven Kayne,argentine trap
Marillion,progressive rock
The OneUps,unknown
Bas,unknown
EL NOBA,rkt
Ellie Goulding,unknown
Julia Sheer,unknown
New Orleans Jazz Band,big band
Julian Lennon,unknown
"Wise ""the Gold Pen""",reggaeton
Javiielo,rkt
The Black Crowes,southern rock
Los Pibes Chorros,cumbia
Jan Erik Noske,unknown
Roy Hargrove,jazz
Magic & music orchestra,unknown
Stitches,unknown
Anuel AA,reggaeton
Jet,unknown
ZAAC,funk
Black Dyke Band,unknown
Savage Garden,unknown
Lil Kleine,unknown
Gregg Allman,southern rock
StarBoi3,unknown
Dominic Fike,unknown
Dido,unknown
Alec Benjamin,unknown
Sebastián Codex,unknown
Gwen Stefani,unknown
Aaron Frazer,retro soul
Nat Adderley,hard bop
Marilina Ross,argentine rock
LemonChamp,cumbia
Young Nudy,unknown
Porter Robinson,edm
Alfons,epadunk
Lucas & Steve,future house
Peachy!,unknown
Apollo Brown,underground hip hop
B.V.S.M.P.,funk melody
Christine D'Clario,christian
The Sh-Booms,unknown
Lucio Dalla,italian singer-songwriter
Jhayco,
Stretch,unknown
Tally Hall,unknown
Nfasis,dembow
Tom Tom Club,unknown
moow,lo-fi
The Yardbirds,psychedelic rock
Louie Ramirez,salsa
María Martha Serra Lima,bolero
Patrick Hernandez,disco
Nyu.,math rock
SALES,bedroom pop
JOYRYDE,bass house
Tom Jones,unknown
Rino Gaetano,italian singer-songwriter
Anika Nilles,jazz fusion
BANDIDO,rkt
Lil Uzi Vert,melodic rap
Voice Express,unknown
The Crusaders,jazz funk
Julián Serrano,unknown
Bhaskar,brazilian bass
Lullabyes,lullaby
SAYGRACE,unknown
The Style Council,unknown
El Soldado,argentine rock
Marty Robbins,unknown
Yusef Lateef,jazz
Roze Oficial,rkt
Owin,unknown
Antony and the Johnsons,chamber pop
Average White Band,unknown
Quarki,unknown
Music With Edgar,unknown
Gliese,eurodance
Nathan Evans,sea shanties
Cimorelli,unknown
Paula Sergio,bossa nova
Harold Faltermeyer,synthpop
Dayglow,indie rock
Alz X 38,uk drill
Churupaca,latin folk
Tee Lopes,unknown
The Psychedelic Furs,new wave
Teenage Bottlerocket,skate punk
The Everly Brothers,doo-wop
Steven Wilson,progressive rock
Rose Royce,quiet storm
swiftly,lo-fi
Masters of Sound,unknown
Nelly Furtado,unknown
Mariah Angeliq,trap latino
Lil Layth,argentine trap
Kirin J Callinan,unknown
Zendaya,unknown
Jonasu,unknown
Bridgit Mendler,unknown
Hot Chelle Rae,unknown
Bibi Babydoll,phonk
Seu Jorge,mpb
Mo-Do,eurodance
Lucas & The Woods,latin indie
Diane Warren,unknown
Marques Carroll,unknown
LilDeiry,unknown
Grupo la Cumbia,cumbia sonidera
GRAViiTY,psytrance
Fabrizio De André,italian singer-songwriter
A$AP Ferg,rap
Big Apple,rkt
James,madchester
White Town,unknown
Gábor Vermes Group,jazz funk
Manny Oquendo Y Libre,latin jazz
Skytters,big room
Caetano Veloso,mpb
RICCI,brazilian bass
Maxxim,organic house
Todo El Verano,latin indie
OTP,uk drill
Jon Bon Jovi,unknown
The Panas,cumbia
Chris Janson,country
The Big Times Rush,unknown
hateful,unknown
Michael Bolton,soft rock
Vince Staples,unknown
Golden Oldies,
The Corrs,celtic rock
HEDEGAARD,g-house
Eli & Fur,melodic house
Central Cee,uk drill
Redtenbacher's Funkestra,jazz funk
La Unión,rock en español
home grown,lo-fi beats
Harrison,deep house
Chris Jedi,trap latino
Kid Cudi,unknown
Gordon Lightfoot,folk rock
Jay Wheeler,reggaeton
Gary Numan,new wave
Madcon,norwegian hip hop
Tego Calderón,reggaeton
Axel,unknown
Mr. Belt & Wezol,future house
Cacho Castaña,tango
Lykke Li,unknown
IZA,brazilian pop
Stars On 45,disco
Matt Maltese,unknown
Fukkk Offf,electro house
Fernando Claure,pentecostal
Trent Reznor and Atticus Ross,soundtrack
ichikoro,math rock
4 Elementos,latin hip hop
LaChanze,unknown
Buckethead,unknown
Los Tetas,latin rock
Max Richter,neoclassical
Ed Maverick,mexican indie
Dr. Dog,unknown
Besomage,unknown
AURORA,norwegian pop
Mala Tuya,cumbia
Midnight Dance Party,stutter house
Bebe DJ,unknown
Brougham,rap rock
CRUISR,unknown
Dead Kennedys,punk
Dolo Fibonacci,unknown
N. L. T.,unknown
Tokio Hotel,unknown
Victoria Bernardi,unknown
Piola Vago,cumbia
UFO,hard rock
Jafunk,funky house
Scary Goldings,jazz funk
Lund,emo rap
É O Tchan,axé
"Kallde ""El Rey Del Placer""",unknown
MELON,deep house
Taron Egerton,unknown
Davie504,unknown
Alkilados,colombian pop
MOTHICA,unknown
The Replacements,power pop
Mc Livinho,funk
Rose Tattoo,hard rock
Idina Menzel,musicals
connor,jazz beats
Blind Melon,grunge
Vazquez Sounds,unknown
lil ricefield,meme rap
Pijama Party,cumbia
Neon Indian,chillwave
Roar,unknown
Fuego,trap latino
Ni'jah,unknown
NxWorries,unknown
VER:WEST,melodic house
AFROJACK,edm
The All-American Rejects,pop punk
Dylan Delato,
Super Mario 64,unknown
Echosmith,unknown
Agrupación Marilyn,cumbia
luv pug,lo-fi
Sonata Arctica,power metal
Nicky Romero,big room
Dolly Parton,country
Wale,unknown
Klezmerson,unknown
Satélite 23,argentine rock
Gente De Zona,latin
Ted Nugent,classic rock
Stone Temple Pilots,grunge
McLovin,slap house
Hour Glass,southern rock
Ella Henderson,unknown
Sol Pereyra,latin alternative
The Stanford Mendicants,unknown
DJ Jeeh FDC,funk
Ima Robot,unknown
Jack Ü,unknown
NORTH26,slap house
Ivy Queen,reggaeton
Phil Harris,unknown
VI-EM,cumbia
Spooki,disco house
Jaze,unknown
Audioslave,grunge
Konai,brazilian hip hop
Rejjie Snow,jazz rap
FPR,unknown
Musica Sacra,gregorian chant
Samba Brazilian Batucada Band,unknown
Juto,unknown
Chris Brown,r&b
The O'Neill Brothers Group,unknown
Don Miguelo,dembow
UPWARD,slap house
Landis,future house
iio,trance
Melody Gardot,vocal jazz
Majid Jordan,unknown
Tim McGraw,country
La Callejera,folklore argentino
Hilda Lizarazu,argentine rock
Madson Project.,bedroom pop
errepe,unknown
Mc Poze do Rodo,brazilian trap
RÜFÜS DU SOL,unknown
Bob & Earl,northern soul
Jackie Mittoo,rocksteady
Forever Tango,tango
The Latin Brothers,salsa
Lazy Wanderlust,unknown
Paris Carney,unknown
Kaash Paige,unknown
FloFilz,jazz rap
Chassol,unknown
FallingFriend,slap house
Luka C Markovic,banda
Anne-Marie,unknown
Don Cornelio Y La Zona,argentine rock
La Piedra Urbana,cumbia
Lena Raine,unknown
StaySolidRocky,unknown
Eddie Cochran,rockabilly
El Dipy,cumbia
Austin Mahone,unknown
Franz Liszt,classical piano
Showtek,hardstyle
Generation Love,unknown
Vicky Ramos,cumbia
Player,unknown
Sunlike Brothers,slap house
Paula Maffia,unknown
Louisa Johnson,unknown
Harry James,big band
The Movie Pops,unknown
Speaker Knockerz,unknown
Omarion,r&b
Walking Across Jupiter,djent
Gustavo Cordera,argentine rock
Ole Børud,album rock
Domo Genesis,unknown
Bruno Martini,brazilian pop
SF9,k-pop
The Platters,doo-wop
Cult To Follow,unknown
Lele Pons,unknown
Tez Cadey,tropical house
Dj Peligro,unknown
Gary Burton,jazz
Switchfoot,christian rock
The Sylvers,disco
Session Victim,jazz house
MGV Ybbs 1850,unknown
wunderkind,unknown
Our Lady Peace,post-grunge
Matias Juarez,latin r&b
"Tito ""El Bambino""",reggaeton
Tehsinapsis,unknown
Ninja Sex Party,comedy
Dream Chaser,unknown
Korobá,unknown
Los Palmeras,cumbia
Groove Armada,big beat
Joan Sebastian,banda
Princess Nokia,unknown
Arrow,math rock
Roberta Flack,adult standards
Tommy Mcgee,unknown
Claude King,traditional country
Charlie Parker,bebop
Joss Stone,neo soul
MOMO Soundz,unknown
Carly Pearce,country
Rochy RD,dembow
Ariel Posen,modern blues
The Hollies,unknown
Kapanga,argentine rock
Ed Sheeran & Justin Bieber,
Jefferson Airplane,psychedelic rock
Tribal Tech,jazz fusion
Raffaella Carrà,unknown
Nabález,colombian pop
El Potro Alvarez,merengue
Regard,unknown
Hiatus Kaiyote,neo soul
Will Sparks,melbourne bounce
Meshuggah,djent
Pema,argentine trap
Alle Farben,unknown
Macy Gray,unknown
Naomi Scott,unknown
Ant Saunders,unknown
Antonio Garcia Isaac,bolero
Kajax,unknown
Juan Ingaramo,unknown
Felix Jaehn,tropical house
Inner Wave,unknown
Megan Davies,acoustic pop
RJD2,trip hop
LP,unknown
Rory Gallagher,blues rock
Wolty,argentine trap
Chancho En Piedra,latin rock
La Oreja de Van Gogh,latin pop
James Hersey,tropical house
Luther Vandross,quiet storm
Jeeiph,unknown
Marc E. Bassy,unknown
Lower,unknown
Rav,unknown
Sonya Belousova,soundtrack
Tech N9ne,horrorcore
Miles Davis Quintet,jazz
Odd Future,unknown
Fetty Wap,unknown
Esbabyface,argentine trap
Matisse,unknown
Cosmo Pyke,bedroom pop
Ra Ra Riot,baroque pop
Matthew Wilder,unknown
Hoobastank,nu metal
Jax Jones,unknown
Mc Rf,funk carioca
Maxi y La Champions Liga,cumbia
Panda,unknown
Lora,unknown
Jovanotti,italian singer-songwriter
Tina Charles,disco
Melbourne Ska Orchestra,ska
Swatkins,retro soul
Breathe Carolina,unknown
Polo & Pan,french indie pop
John Coltrane Quartet,jazz
Scott Henderson,jazz fusion
White Ribbon Day,unknown
Avix,emo rap
killedmyself,emo rap
John Fogerty,country rock
Kaydy Cain,neoperreo
Zion,reggaeton
FMK,argentine trap
Liz Phair,unknown
Los Rebos,lullaby
Offset,unknown
TEMPOREX,bedroom pop
Bil Cutie,unknown
Geolier,canzone napoletana
DeBarge,quiet storm
דודו אהרון,mizrahi
Barenaked Ladies,unknown
White Shinobi,dark ambient
Michael Scott Fan Club,unknown
FLSHBNG,unknown
Joe Sunrise,lo-fi
A Rocket To The Moon,pop punk
TwoRule,turkish pop
French Horn Rebellion,nu disco
M-Beat,jungle
Kelly Clarkson,christmas
Chicano Batman,latin indie
veZk,unknown
Rodolfo Aicardi,tropical music
Matt Duncan,retro soul
Jason Becker,neoclassical
Niko The Kid,tech house
Mariana Baggio,lullaby
Earl Sweatshirt,experimental hip hop
Ben Platt,musicals
Mc Maha,anime rap
Gavriel,unknown
Poison,glam metal
Foreigner,album rock
Olivia Holt,unknown
Cheryl Allie,unknown
Vico C,latin hip hop
Aterciopelados,rock en español
Current Joys,unknown
Giampaolo Pasquile,unknown
Cheryl Lynn,disco
Yu E,unknown
Lisa Stansfield,unknown
The Fratellis,unknown
Los Amantes De Lola,rock en español
Mu'gambi,lo-fi
Astor Piazzolla,tango
Kura,big room
Logan Boden,unknown
The Click Five,unknown
Maso,unknown
Part Of The Art,disco
Salastkbron,rkt
Sencit,unknown
Ryn Weaver,unknown
Bill Lee,musicals
Ritt Momney,bedroom pop
Ava Max,unknown
Keith Richards,unknown
Ignacio Corsini,tango
halberd,lo-fi
KROY,unknown
Billy Crystal,unknown
Tim Berg,unknown
Womack & Womack,unknown
Hotel Ugly,unknown
R-Cue,electro house
Charlie Parker And His Orchestra,bebop
CG5,nerdcore
"Joe ""Bean"" Esposito",unknown
Mc Delux,phonk
Matthew Sweet,power pop
Roberto Roena Y Su Apollo Sound,salsa
Kunning Fox,unknown
Harry Gregson-Williams,soundtrack
OMA,unknown
Dayme y El High,reggaeton
Brooks,future house
Ziggy Alberts,folk pop
The Half Brothers,unknown
Chaqueño Palavecino,folklore argentino
Teau,jazz beats
Los Diablitos,vallenato
Los del Fuego,cumbia
Tuxedo,nu disco
Bea Miller,unknown
Onehunna,lounge
Young Thug,rap
Kings of Leon,modern rock
Miway,cumbia
The 31st Of February,acid rock
FINNEAS,unknown
Elijah Who,lo-fi
The Mello-Kings,doo-wop
Xzibit,west coast hip hop
Xantos,reggaeton
Clarence Winchester,unknown
Wilmer Norman,unknown
Miniature Tigers,unknown
Route 94,house
Los Del Rio,unknown
Chase Atlantic,unknown
Ritmos Latinos,unknown
Pier,argentine rock
The Blues Brothers,blues
LaBelle,disco
Gladys Knight & The Pips,motown
ILLENIUM,melodic bass
Bobby Cole,unknown
Organ Freeman,jazz fusion
Pedro Aznar,argentine rock
Olivia O'Brien,unknown
Loquillo,unknown
Kino,post-punk
Tony Bennett,vocal jazz
Joseph Kosma,unknown
Lucky Luke,slap house
Fabio Fusco,psytrance
Black Pool,bedroom pop
Lakeside,post-disco
Sheppard,unknown
Worakls,minimal techno
Comethazine,unknown
Navy Gravy,
The Pogues,celtic rock
Ciara,unknown
Concepto Religioso,unknown
Tom Zanetti,house
Andrea Bocelli,opera
Sheed,unknown
Charmian Carr,musicals
Dr. House,acid techno
Yannc,reggaeton
Tegan and Sara,unknown
I Built the Sky,djent
Bigworm,unknown
Angelo Branduardi,italian singer-songwriter
Joan Rafart,unknown
Parquet Courts,post-punk
The Church,jangle pop
Nataly Dawn,unknown
El Parcerito,argentine trap
Paul Young,unknown
Massive Attack,trip hop
Rain Radio,unknown
Jessica Lá Rel,unknown
W.A.S.P.,glam metal
Applebloom,unknown
Vitalic,electroclash
DJ In Da House,unknown
Meryl Streep,musicals
Winston Surfshirt,unknown
Quavo,unknown
The J. Geils Band,classic rock
Facu Iñigo,latin indie
Alan Jackson,country
Deftones,nu metal
Richard Cheese,comedy
Los Ángeles Azules,cumbia
PaulWetz,unknown
Dj Kass,unknown
Dave Brubeck,jazz
Midland,country
Café Tacvba,rock en español
Koomz,afroswing
Mateo Ribak,rkt
Camilo,colombian pop
DJ GUDOG,brazilian phonk
Party in Backyard,unknown
Lorde,unknown
Slomow,unknown
Dr. John,unknown
Kenny Wayne Shepherd,blues rock
Gondwana,spanish-language reggae
Ike Quebec,hard bop
La Mono,argentine rock
Milky Chance,unknown
Young Dolph,memphis rap
Mano Negra,latin alternative
R.K.M & Ken-Y,reggaeton
GROUPLOVE,indie
Fabio Concato,italian singer-songwriter
Jon Z,trap latino
Christopher Wilde,unknown
The Ventures,surf rock
Jason Wade,unknown
Yung Lean,cloud rap
Fer,
Michael Angelo Batio,neoclassical
Pedrina,latin indie
La Sonora Altepexana,cumbia
Love Ghost,unknown
Jürgen Saalmann,unknown
Miami Horror,nu disco
Coqeéin Montana,argentine trap
347aidan,unknown
Kazy Lambist,french indie pop
M,synthpop
Flume,future bass
Bruno Cabrera Dj,rkt
Esteman,latin indie
S Club,unknown
I'll Catch Fire,unknown
The Penguins,doo-wop
The Rah Band,unknown
Jay Eskar,future house
Ilkay Sencan,slap house
Richard Armitage,unknown
Otto Knows,unknown
Paramore,pop punk
Third Eye Blind,unknown
Tobtok,deep house
Cementerio Club,rock en español
LLusion,unknown
Manuel Turizo,reggaeton
Green Bull,unknown
MC MM,funk
DENNIS,funk
Edvard Grieg,classical
Geezmo,lo-fi
The Main Squeeze,retro soul
KSI,unknown
Ajay Adam,amapiano
Cauby Peixoto,seresta
dude26,lo-fi beats
Keys N Krates,edm trap
Casey Abrams,unknown
Catherine Zeta-Jones,musicals
Los Jaivas,latin rock
AVAION,deep house
Chet Faker,unknown
Jon Sarta,unknown
Grupo Arenas,unknown
David Maxim Micic,djent
Nstens1117,unknown
Buddy Rich,big band
ABRO,slap house
Yusuf Alev,unknown
Pussy Riot,hyperpop
The Budos Band,afrobeat
Gucci Mane,southern hip hop
Black Star,east coast hip hop
The RH Factor,neo soul
Bobby Day,doo-wop
Television's Greatest Hits Band,unknown
Common,hip hop
Paulo,unknown
RM,k-pop
T-Squad,unknown
Pelo Delazone,unknown
Roberto Carlos,mpb
Giacomo Turra,jazz funk
Wolfgang Amadeus Mozart,classical
K.P. & Envyi,miami bass
1927,unknown
Barney,children's music
Diarrhea Planet,indie punk
The Kingsmen,proto-punk
Shmuel Achiezer,unknown
Nigga,reggaeton
Bo Burnham,comedy
C.C.P.P.,jazz funk
Twiztid,horrorcore
Sarcastic Sounds,lo-fi
Original Broadway Cast - The Little Mermaid,unknown
Té de Brujas,argentine rock
Ramz,afroswing
Waxamilion,math rock
Babyface,quiet storm
Joe Stone,future house
The Beloved,madchester
Spiderbait,unknown
DripReport,unknown
Honso,slap house
2Pac,gangster rap
Quadeca,unknown
ilyTOMMY,unknown
Joaquín Sabina,trova
Diplo,moombahton
Pat Metheny Group,jazz fusion
Tacabro,unknown
Cedric Gervais,edm
Suarez,unknown
Karaoke Hits Band,unknown
Flamingosis,vaporwave
Nick Lowe,power pop
J.PERIOD,unknown
The Waterboys,celtic rock
TLC,unknown
Brooklyn Funk Essentials,acid jazz
Grupo Merenguisimo,merengue
Jessie Hock,unknown
The Versions,unknown
Alonso y Bernardo,unknown
Godsmack,nu metal
Tommy Emmanuel,unknown
Howard Shore,soundtrack
Mora,urbano latino
KOREL,unknown
Moonlight,hypertechno
Andrew Bird,chamber pop
Miguel Cantilo,argentine rock
"Jimmy ""Bo"" Horne",disco
Jordan Rakei,neo soul
Richard Morrison,opera
Militantes del Climax,jazz funk
Cornucopia,organic house
Harry Baker,unknown
August Wilhelmsson,unknown
Louis Cole,unknown
Tracy Chapman,unknown
Bobby Goldsboro,unknown
AC/DC Tribute Band,unknown
Vanilla Ice,unknown
CRO,german hip hop
Injury Reserve,experimental hip hop
Alice In Chains,grunge
NAPO,unknown
Justin Hurwitz,unknown
OMC,unknown
Antwaun Stanley,unknown
DJ Roman,rkt
Knaya,unknown
Black Lab,unknown
Pentakill,power metal
alt-J,indie
Grace Jones,art pop
Ramdiel & Kelmo,unknown
Ghost,metal
Musica para Dormir Dream House,unknown
La Liga,cumbia
Dio,heavy metal
Mano al Cielo,cumbia
"César ""Banana"" Pueyrredón",unknown
Brett Young,country
Oz Noy,jazz fusion
TV Tunesters,unknown
Ms. Lauryn Hill,neo soul
Gino Paoli,italian singer-songwriter
La Sonora Dinamita,cumbia
Chinook,tropical house
Matisyahu,reggae
Pereza,unknown
Nico Szabo,organic house
SOPHIE,hyperpop
Sampha,unknown
DMNDS,slap house
Lighthouse Family,unknown
DubVision,progressive house
Vicetone,edm
Martin Jensen,unknown
Harry Shotta,drum and bass
The Teskey Brothers,retro soul
James Taylor Quartet,acid jazz
Cut Copy,alternative dance
Nujabes,jazz rap
Los Náufragos,unknown
Brøder,
Blur A Buddha Original Opinion,unknown
Camilo Sesto,bolero
Baauer,edm trap
Dream Theater,progressive metal
Asher Roth,unknown
Maldito Peke,cumbia
Sinéad O'Connor,unknown
Los Pollitos,lullaby
Theophilus London,unknown
John Petrucci,progressive metal
Twenty One Two,unknown
Tinashe,alternative r&b
1depth,unknown
Pháo,v-pop
Oscar Collin,unknown
Courtney John,lovers rock
The Videos,doo-wop
Michael Calfan,unknown
Alice Cooper,glam rock
Tortured Soul,acid jazz
Don Cheto,unknown
Mikel Erentxun,rock en español
Take That,unknown
The Alchemist,alternative hip hop
Vanthra,argentine rock
AIRLIBERATE,unknown
Las Ketchup,unknown
YES YES,unknown
夏小桃,unknown
will.i.am,unknown
Johnny Mercer,big band
Dorian Electra,hyperpop
Sari Cucien,lullaby
Cecilia Krull,unknown
Ruel,unknown
BABY GRAVY,meme rap
Carnage,unknown
Kate Bush,art pop
Hank Jones,jazz
2 Chainz,southern hip hop
Lore y Roque Me Gusta,unknown
Travis Thompson,unknown
Solence,unknown
Albert King,blues
Ber,unknown
Scott Rill,slap house
CantoParaBailar,cumbia
Punctual,unknown
Hernan y La Champion's Liga,cumbia
The Outatime Orchestra,unknown
Lucybell,latin rock
Thievery Corporation,trip hop
Ben Gerrans,unknown
"Medeski, Martin & Wood",jazz funk
akiaura,phonk
VAPAE,unknown
Kevin Abstract,unknown
Surf Curse,indie
dvsn,alternative r&b
Nebezao,unknown
Right Said Fred,unknown
Jess Glynne,unknown
Yerba Brava,cumbia
Cósmico,cloud rap
Christina Perri,soft pop
Ok2222,lo-fi beats
lovelytheband,unknown
Mambo Kingz,reggaeton
Curtis Harding,retro soul
Toots & The Maytals,reggae
All Time Low,pop punk
Lionel Hampton,swing music
Miguel Alcaide,unknown
Ultimate Tribute Stars,unknown
Primal Scream,madchester
Joan Osborne,unknown
Roy Ayers Ubiquity,jazz funk
Noah Davis,unknown
El Plan De La Mariposa,argentine rock
Snow,unknown
Arbolito,folklore argentino
Pat Benatar,album rock
Marshmello,edm
Coleman Hawkins,jazz
My Life in Black and White,celtic rock
Chaka Khan,unknown
Eloy,reggaeton
Canned Heat,blues rock
Los Tigres Del Norte,norteño
El Joan,rkt
Sera Panico,argentine rock
Elliott Smith,singer-songwriter
itssvd,unknown
Mott The Hoople,glam rock
Michael Telophone,unknown
Jack Wall,soundtrack
Massacre,argentine rock
Nego do Borel,funk
Vacations,unknown
twuan,lo-fi beats
Crystal Rock,slap house
Beatriz Luengo,unknown
Vague003,unknown
Patrice Rushen,post-disco
Fatboy Slim,big beat
The Fall,post-punk
Niccolò Paganini,classical
Adam Ben Joshua,unknown
Vansire,bedroom pop
Elise Trouw,unknown
Wasback,progressive house
Gustavo Bravetty,unknown
Playa G,memphis rap
Belle and Sebastian,chamber pop
Villanos,argentine rock
Christopher Cross,soft rock
Pikeno & Menor,funk
Qumu,unknown
Richard Bona,unknown
Steel Pulse,reggae
Mitch Ryder and The Detroit Wheels,northern soul
Emanero,cuarteto
Extreme Music,gothic country
BluntOne,lo-fi
TV Girl,unknown
18 Kilates,cumbia
MC Kevin o Chris,funk
