master_metadata_album_artist_name,artist_genre,macro_genre
Romantic Restaurant Music Crew,unknown,unknown
La Ley,rock en español,Pop/Rock
BB ASUL,neoperreo,unknown
zzoilo,latin pop,Pop/Rock
Corona,eurodance,unknown
Kungs,unknown,unknown
DJ Pirata,guaracha,unknown
Jerry Lee Lewis,rockabilly,Pop/Rock
Bobby Timmons Trio,hard bop,unknown
Mayer Hawthorne,retro soul,Otros
Toquinho,bossa nova,unknown
Cordae,unknown,unknown
Phonk Beats,brazilian phonk,unknown
Tanja Thomas,unknown,unknown
Giorgio Gee,slap house,Electronica
benny blanco,unknown,unknown
Olivia Rodrigo,unknown,unknown
Guru,jazz rap,Urban
Juan Quin y Dago,cumbia,Regional
Bitman & Roban,latin indie,Pop/Rock
Thom Yorke,unknown,unknown
ACRU,latin hip hop,Urban
Noname,alternative r&b,Pop/Rock
Caroline Smith,unknown,unknown
Aviões do Forró,forró,unknown
The TV Theme Players,unknown,unknown
Rob Scallon,math rock,Pop/Rock
Brytiago,trap latino,Urban
Enur,unknown,unknown
Elvis Costello & The Attractions,new wave,Pop/Rock
KOVA,unknown,unknown
Terrace Martin Presents The Pollyseeds,nu jazz,Otros
Bahari,nightcore,unknown
Jungle Fire,latin afrobeat,Urban
AmaLee,anime,Otros
Pusho,reggaeton,Urban
America,soft rock,Pop/Rock
Pandaraps,unknown,unknown
girl in red,bedroom pop,Pop/Rock
Brooksie,unknown,unknown
Uppermost,french house,Electronica
George Ezra,unknown,unknown
$uicideboy$,dark trap,Urban
DJ Jazzy Jeff & The Fresh Prince,unknown,unknown
Brusco,unknown,unknown
Iyaz,unknown,unknown
Agust1n,argentine trap,Urban
Akapellah,latin hip hop,Urban
Roosevelt,nu disco,unknown
iNi Kamoze,reggae,unknown
Stromae,french pop,Pop/Rock
Kidsongs,christmas,unknown
Martin Landh,unknown,unknown
Skegss,surf rock,Pop/Rock
Dani Ribba,argentine trap,Urban
Tank,r&b,Urban
Bass Boosted HD,bass music,unknown
Bananarama,hi-nrg,unknown
Yokomeshi,lo-fi,unknown
Marimba Man,unknown,unknown
P!nk,unknown,unknown
Los Caligaris,ska,unknown
Hr. Troels,unknown,unknown
The Mamas & The Papas,folk rock,Pop/Rock
Owl City,unknown,unknown
Cinemascore Ensemble of Pasadena,unknown,unknown
Carpenters,christmas,unknown
Velvet Revolver,grunge,Pop/Rock
Madison Beer,unknown,unknown
blink-182,pop punk,Pop/Rock
Emus DJ,cumbia,Regional
George Wilkins,unknown,unknown
Queen Latifah,musicals,unknown
Delano,funk,Otros
Molotov,rock en español,Pop/Rock
Liquid Tension Experiment,progressive metal,unknown
Chris de Burgh,soft rock,Pop/Rock
Yaviah,reggaeton,Urban
Julianne Hough,musicals,unknown
Alemán,mexican hip hop,Urban
London Symphony Orchestra,classical,Otros
Supermerk2,cumbia,Regional
Refused,hardcore punk,Pop/Rock
Fleur East,unknown,unknown
DJ Kessler,unknown,unknown
Whitney Houston,unknown,unknown
Ashnikko,unknown,unknown
Lin-Manuel Miranda,musicals,unknown
Amenazzy,trap latino,Urban
Carly Simon,unknown,unknown
Dog's Eye View,unknown,unknown
Nico Servidio DJ,turreo,unknown
Grupo Verzace,merengue,unknown
Natalie Cole,quiet storm,unknown
Majestic,unknown,unknown
DRAM,unknown,unknown
Cris Mj,reggaeton chileno,Urban
Midel,argentine trap,Urban
Sofia Mills,unknown,unknown
Eitan Masuri,unknown,unknown
Loren,argentine trap,Urban
Corta La Bocha,cumbia,Regional
Alexio,reggaeton,Urban
Ruben Rada,unknown,unknown
H.E.R.,r&b,Urban
The Forty Licks,unknown,unknown
Florence + The Machine,baroque pop,Pop/Rock
Fran Sfeir,unknown,unknown
Dalila,cumbia,Regional
Hugo Del Carril,tango,Regional
Andrea Álvarez,argentine rock,Pop/Rock
James Arthur,soft pop,Pop/Rock
John Wasson,jazz,Otros
Sungazer,jazz fusion,Otros
Edward Sharpe & The Magnetic Zeros,unknown,unknown
Warrant,glam metal,unknown
Moby,downtempo,unknown
Extreme,glam metal,unknown
Moneybagg Yo,memphis rap,Urban
Migrantes,cumbia,Regional
Luis Salinas,folklore argentino,Otros
Young Money,unknown,unknown
Leony,unknown,unknown
Les Rythmes Digitales,big beat,unknown
The Treblemakers,unknown,unknown
Nu Shooz,freestyle,unknown
Krister & Dalbani,lounge,unknown
Aaron Tveit,musicals,unknown
Billy Marchiafava,meme rap,Urban
Pond,psychedelic rock,Pop/Rock
Edith Whiskers,unknown,unknown
Papacho Mc Caco,,unknown
Glaceo,unknown,unknown
Skylar Grey,unknown,unknown
Gusty dj,rkt,unknown
"Crosby, Stills & Nash",folk rock,Pop/Rock
Pi’erre Bourne,melodic rap,Urban
Bow Wow,r&b,Urban
LIUFO,slap house,Electronica
The Bamboos,jazz blues,Otros
THE ANXIETY,unknown,unknown
Frankie Valli,unknown,unknown
Woody and Jeremy,unknown,unknown
Welinton Quiw,unknown,unknown
The Roots,east coast hip hop,Urban
The Jon Spencer Blues Explosion,garage rock,Pop/Rock
j^p^n,lo-fi,unknown
Arz,uk drill,Urban
keloqz,unknown,unknown
Estrategas,cumbia,Regional
Francine Gaétane,unknown,unknown
Wheatus,unknown,unknown
Meek Mill,rap,Urban
Jowell & Randy,reggaeton,Urban
The Herbaliser,trip hop,unknown
Meredith Brooks,unknown,unknown
Sleepy Hallow,brooklyn drill,Urban
Anthony Gonzalez,unknown,unknown
Bodeans,roots rock,Pop/Rock
Pablo Chill-E,chilean trap,Urban
Dualities,unknown,unknown
Tinlicker,melodic house,Electronica
Alien Ant Farm,nu metal,unknown
SUPER JUNIOR,k-pop,Pop/Rock
Poppy,unknown,unknown
Young Bull,west coast hip hop,Urban
Kiddo Toto,argentine trap,Urban
Alex Sensation,reggaeton,Urban
Jason Weaver,unknown,unknown
Roz Ryan,unknown,unknown
Topo Gigio,lullaby,unknown
Key Glock,memphis rap,Urban
The Dear Hunter,progressive rock,Pop/Rock
Eruca Sativa,argentine rock,Pop/Rock
William DeVaughn,philly soul,Otros
Kids R Us Band,unknown,unknown
Aquelarre,argentine rock,Pop/Rock
Pop Smoke,brooklyn drill,Urban
FEL!X,slap house,Electronica
Mura Masa,unknown,unknown
Junior Senior,unknown,unknown
Ludovico Einaudi,neoclassical,Otros
Nine Sparks Riots,jazz funk,Otros
Bazzi,unknown,unknown
Violent Femmes,folk punk,Pop/Rock
Percy Sledge,motown,unknown
Ovy On The Drums,reggaeton,Urban
Cut Chemist,trip hop,unknown
Ten Years After,blues rock,Pop/Rock
Lynde,jazz beats,Otros
Perro Primo,rkt,unknown
Ricardo Arjona,latin pop,Pop/Rock
The Pb Underground,unknown,unknown
The Unauthorized Bash Brothers Experience,comedy,unknown
Cypress Hill,west coast hip hop,Urban
J. Cole,rap,Urban
The Winery Dogs,hard rock,Pop/Rock
The Beach Boys,baroque pop,Pop/Rock
Wang Chung,new wave,Pop/Rock
Delta Heavy,drum and bass,unknown
La Mona Jimenez,cuarteto,unknown
DJ Seba Vallejos,rkt,unknown
BØJET,lo-fi,unknown
Peter Gregson,neoclassical,Otros
Blinded Hearts,unknown,unknown
Prefab Sprout,unknown,unknown
Relaxation Jazz Academy,cool jazz,Otros
M2H,unknown,unknown
Yo.Soy.Rey,latin hip hop,Urban
The Dead Daisies,hard rock,Pop/Rock
V.I.C,unknown,unknown
Harold Melvin & The Blue Notes,philly soul,Otros
Cazzu,argentine trap,Urban
Cal Tjader,latin jazz,Regional
Felly,unknown,unknown
Uriah Heep,progressive rock,Pop/Rock
Labi Siffre,unknown,unknown
Juni Tinley,unknown,unknown
Barry Manilow,adult standards,unknown
j mena,cuarteto,unknown
DVRST,phonk,unknown
Styx,classic rock,Pop/Rock
Clearside,unknown,unknown
Blood Brothers,gabber,unknown
Mike Bahía,colombian pop,Pop/Rock
Pecun,lo-fi beats,unknown
Trio America,bolero,unknown
Sixpence None The Richer,unknown,unknown
Parcels,unknown,unknown
Handbook,lo-fi beats,unknown
The Cab,unknown,unknown
Ke Personajes,cumbia,Regional
Mikel,lo-fi,unknown
Josefus,acid rock,Pop/Rock
Liquid Liquid,post-punk,Pop/Rock
Jidanofu,drift phonk,unknown
Will Smith,unknown,unknown
Fujitsu,lo-fi beats,unknown
Yves V,slap house,Electronica
Music Falcon,unknown,unknown
Marilina Bertoldi,argentine rock,Pop/Rock
Los Korucos,ska,unknown
David Gilmour,progressive rock,Pop/Rock
Maxwell,neo soul,Otros
Juan Magán,reggaeton,Urban
Abel Pintos,folklore argentino,Otros
S3BZS,phonk,unknown
Daniel Powter,unknown,unknown
Jóvenes Pordioseros,argentine rock,Pop/Rock
21 Savage,unknown,unknown
Want to Want Me,unknown,unknown
Shaggy,reggae,unknown
Danny Elfman,soundtrack,unknown
Wynton Marsalis Septet,unknown,unknown
Céline Dion,variété française,unknown
Ventino,colombian pop,Pop/Rock
Stealers Wheel,unknown,unknown
Jalen McMillan,unknown,unknown
Frank Zappa,progressive rock,Pop/Rock
Jessie J,unknown,unknown
Mambo DJ,rkt,unknown
Yami Safdie,unknown,unknown
Lunay,reggaeton,Urban
Lindsey Buckingham,unknown,unknown
Adam Hicks,unknown,unknown
Josh Richards,unknown,unknown
MKTO,unknown,unknown
Taio Cruz,unknown,unknown
Lofi.Lavito,unknown,unknown
Robert Palmer,unknown,unknown
Isaiah Rashad,unknown,unknown
Dan Hartman,disco,unknown
Sammy Hagar,glam metal,unknown
AX 13,cumbia,Regional
Jesse McCartney,unknown,unknown
Glen Campbell,unknown,unknown
The Jam,punk,Pop/Rock
Snakehips,unknown,unknown
Nine Inch Nails,industrial rock,Pop/Rock
La Sonora Yarana,unknown,unknown
Steve Aoki,electro house,Electronica
The Edgar Winter Group,classic rock,Pop/Rock
Gabriel Allende,mariachi,unknown
Paco de Lucía,flamenco,unknown
Pedro Bromfman,unknown,unknown
Maria Bethânia,mpb,unknown
Laura Dreyfuss,musicals,unknown
CAKE,alternative rock,Pop/Rock
La Renga,argentine rock,Pop/Rock
Colbie Caillat,unknown,unknown
Nathan East,smooth jazz,Otros
Avishai Cohen,jazz,Otros
Young the Giant,unknown,unknown
Home,vaporwave,unknown
Miguel,r&b,Urban
Paku YK,unknown,unknown
KALUMA,unknown,unknown
your best friend jippy,unknown,unknown
Jorja Smith,unknown,unknown
Swell,unknown,unknown
The Revivalists,unknown,unknown
Love Regenerator,unknown,unknown
King Gizzard & The Lizard Wizard,psychedelic rock,Pop/Rock
Deorro,melbourne bounce,unknown
Samsa,unknown,unknown
Cantando con Adriana,lullaby,unknown
COIN,unknown,unknown
Ray J,unknown,unknown
Florian Picasso,future house,Electronica
NF,christian hip hop,Urban
Prince Royce,bachata,Regional
Sarah Vaughan,vocal jazz,Otros
Stephen,unknown,unknown
Abraham Mateo,unknown,unknown
Steve ´n´ Seagulls,bluegrass,unknown
Alan Silvestri,soundtrack,unknown
G3oboy,unknown,unknown
Rei,argentine trap,Urban
Terry Riley,minimalism,unknown
Yao Cabrera,unknown,unknown
Owane,djent,unknown
Mike Perry,tropical house,Electronica
Missy Elliott,hip hop,Urban
Zoé,rock en español,Pop/Rock
Reponix,unknown,unknown
Blown Speakers,jazz beats,Otros
St Germain,jazz house,Electronica
Lil Memer,meme rap,Urban
Baby Keem,unknown,unknown
Donny Hathaway,soul,Otros
Gordon Goodwin's Big Phat Band,big band,unknown
Soul Asylum,alternative rock,Pop/Rock
Jay Hardway,big room,unknown
Chandler Leighton,melodic bass,unknown
Luciano Pavarotti,opera,Otros
Dimitri Vegas,unknown,unknown
Estelle,unknown,unknown
Petit Biscuit,unknown,unknown
salem ilese,unknown,unknown
2Hounds,hypertechno,Electronica
TINI,latin pop,Pop/Rock
Wisin,reggaeton,Urban
The Dip,retro soul,Otros
Billy Ray Cyrus feat. Miley Cyrus,unknown,unknown
Mala Fama,cumbia,Regional
Gustavo Santaolalla,soundtrack,unknown
Slavik Pogosov,unknown,unknown
Jackson Browne,folk rock,Pop/Rock
The Drifters,doo-wop,unknown
Arcade Player,unknown,unknown
Robert Glasper,neo soul,Otros
A-Wall,bedroom pop,Pop/Rock
Dovydas,unknown,unknown
Huntingtons,punk,Pop/Rock
Basement Jaxx,big beat,unknown
The Cardigans,unknown,unknown
Elenco de Soy Luna,unknown,unknown
Lost Frequencies,tropical house,Electronica
De La Calle,cumbia,Regional
Talk Talk,new wave,Pop/Rock
Anne Hathaway,musicals,unknown
Katherine Jenkins,opera,Otros
Lamar Azul,jazz rap,Urban
Patrick Carney,unknown,unknown
Party Pupils,unknown,unknown
Smokey Robinson & The Miracles,motown,unknown
Ace Frehley,glam metal,unknown
Billy Ocean,unknown,unknown
Duko,argentine trap,Urban
Eli Almic,latin hip hop,Urban
Tones And I,unknown,unknown
N.E.R.D,unknown,unknown
La Reserva,cumbia,Regional
Indio Solari,argentine rock,Pop/Rock
Britt Lari,tropical house,Electronica
Death Cab for Cutie,unknown,unknown
Primus,funk rock,Pop/Rock
Crumb,psychedelic pop,Pop/Rock
Davus,unknown,unknown
Boza,reggaeton,Urban
Fitz and The Tantrums,unknown,unknown
Smoodmood,jazz beats,Otros
Dei V,trap latino,Urban
T. Rex,glam rock,Pop/Rock
Kesha,unknown,unknown
John Legend,soft pop,Pop/Rock
HM Surf,lo-fi,unknown
The Velvet Underground,proto-punk,Pop/Rock
Cami,latin pop,Pop/Rock
Mychael Danna,soundtrack,unknown
Danna Paola,unknown,unknown
Mick Jagger,unknown,unknown
Dynel,unknown,unknown
Edoardo Bennato,italian singer-songwriter,unknown
Astrud Gilberto,bossa nova,unknown
Bruses,unknown,unknown
Jimmy Somerville,hi-nrg,unknown
MC Bruninho,brega funk,Otros
Arem Ozguc,turkish pop,Pop/Rock
James Hype,house,Electronica
Roddy Ricch,melodic rap,Urban
Leon Bridges,retro soul,Otros
The FifthGuys,unknown,unknown
Mak Donal,cumbia,Regional
Feeder,britpop,Pop/Rock
The Specials,ska,unknown
DJ Luian,reggaeton,Urban
Supergrass,britpop,Pop/Rock
The Big Bopper,rockabilly,Pop/Rock
Self,unknown,unknown
Buffalo Springfield,folk rock,Pop/Rock
Pariisin Kevät,finnish pop,Pop/Rock
Johann Pachelbel,unknown,unknown
Sergio Mendes & Brasil '66,bossa nova,unknown
Sir Mix-A-Lot,unknown,unknown
Enero,cumbia,Regional
Swimming Paul,stutter house,Electronica
Skay Beilinson,argentine rock,Pop/Rock
Tom Odell,unknown,unknown
TOPS,unknown,unknown
Cameron Diaz,unknown,unknown
Maurice Ravel,classical,Otros
XXXTENTACION,emo rap,Pop/Rock
HAWK.,slap house,Electronica
Nacho,reggaeton,Urban
The Growlers,surf rock,Pop/Rock
DrefQuila,chilean trap,Urban
Trevor Daniel,unknown,unknown
Sam Smith,soft pop,Pop/Rock
L-Gante,rkt,unknown
St. Paul & The Broken Bones,retro soul,Otros
Goran Bregović,unknown,unknown
Faces,glam rock,Pop/Rock
Sister Hazel,unknown,unknown
Limp Bizkit,nu metal,unknown
Harry Nach,chilean trap,Urban
Sin Ensayo,cumbia,Regional
Ron Gallo,garage rock,Pop/Rock
Pueblo Cafe,latin hip hop,Urban
Hoodie Allen,unknown,unknown
Big Sean,unknown,unknown
Carolyn Wonderland,blues,Otros
BAMBI,unknown,unknown
Yera,colombian pop,Pop/Rock
Angel Ceremony,unknown,unknown
Thompson Twins,new wave,Pop/Rock
Danny Berrios,christian,unknown
"Pekeño 77, Cazzu, Neo Pistea, C.R.O, Bhavi, Homer El Mero Mero, Ruben Rada",unknown,unknown
Jonathan Richman,proto-punk,Pop/Rock
Los Gardelitos,argentine rock,Pop/Rock
Phoebe Katis,unknown,unknown
Emmanuel Horvilleur,argentine rock,Pop/Rock
Bruno Coulais,unknown,unknown
James Blunt,unknown,unknown
Papichamp,rkt,unknown
Alok,brazilian bass,unknown
Focus,progressive rock,Pop/Rock
Us3,acid jazz,Electronica
La Factoria,reggaeton,Urban
Raymix,cumbia sonidera,Regional
Chill Hip-Hop Beats,lo-fi,unknown
United Artists,unknown,unknown
Agus Padilla,argentine trap,Urban
Sage The Gemini,hyphy,unknown
Indigga,unknown,unknown
Mike + The Mechanics,soft rock,Pop/Rock
G-POL,future house,Electronica
"Grover Washington, Jr.",soul jazz,Otros
Canto 4,folklore argentino,Otros
CKay,afrobeats,Urban
Kardinal Offishall,unknown,unknown
Linval Thompson,roots reggae,unknown
Alex Army Aiono,unknown,unknown
Hello Moonlight,unknown,unknown
DayBright,unknown,unknown
Material,post-disco,unknown
Hombres G,rock en español,Pop/Rock
half•alive,unknown,unknown
Sandra Mihanovich,argentine rock,Pop/Rock
ArrDee,uk drill,Urban
MASN,unknown,unknown
Busty and the Bass,retro soul,Otros
Hercules & Love Affair,unknown,unknown
Mellow dive,lo-fi beats,unknown
Lea Michele,musicals,unknown
Gio Pika,unknown,unknown
Nathanael Lloyd,unknown,unknown
Migos,trap,Urban
Celeste,unknown,unknown
lolet,unknown,unknown
Various Artists,champeta,unknown
Stephen Barton,soundtrack,unknown
Dean Martin,christmas,unknown
Dance Gavin Dance,post-hardcore,unknown
Måneskin,unknown,unknown
Danny Paz,unknown,unknown
Mujo,lo-fi,unknown
Tomy DJ,rkt,unknown
Luca Bocci,latin indie,Pop/Rock
Emily Rubye,unknown,unknown
Bad Company,classic rock,Pop/Rock
Big Time Boys,unknown,unknown
The Fleetwoods,doo-wop,unknown
Freddie Mercury,unknown,unknown
Naeleck,electro house,Electronica
Tirri La Roca,rkt,unknown
Natiruts,reggae,unknown
ONEIL,slap house,Electronica
Relaxing Music Jazz Universe,cool jazz,Otros
Mariana Cincunegui,unknown,unknown
Waka Flocka Flame,unknown,unknown
Sofía Reyes,latin pop,Pop/Rock
Alex Gargolas,reggaeton,Urban
Billie Holiday,jazz,Otros
Yandel,reggaeton,Urban
Laidback Luke,big room,unknown
London Philharmonic Orchestra,classical,Otros
Avril Lavigne,unknown,unknown
Sam Greenfield,jazz funk,Otros
PARTYNEXTDOOR,r&b,Urban
The Rebirth,acid jazz,Electronica
Brian Wider,unknown,unknown
Cuco,bedroom pop,Pop/Rock
Quevedo,unknown,unknown
Phoenix,indie,Pop/Rock
Maggie Lindemann,unknown,unknown
Crystal Waters,unknown,unknown
Congreso,nueva trova,unknown
Marin Hoxha,drift phonk,unknown
Jim Morrison,spoken word,unknown
MAZLIK,slap house,Electronica
Robin Thicke,unknown,unknown
Rich Brian,unknown,unknown
Polimá Westcoast,chilean trap,Urban
Magnus Uggla,swedish ballads,unknown
AREA21,unknown,unknown
Air Supply,soft rock,Pop/Rock
Pink Floyd Redux,unknown,unknown
Demi Lovato,unknown,unknown
HYPHN,slap house,Electronica
NOTSOBAD,slap house,Electronica
Kid Rock,unknown,unknown
Googie Rene,unknown,unknown
Seinabo Sey,tropical house,Electronica
Caleb and Kelsey,worship,unknown
Eyedress,unknown,unknown
Molly Hatchet,southern rock,Pop/Rock
Morrissey,britpop,Pop/Rock
P.U.L.P.O,argentine rock,Pop/Rock
Los Pamperos,bolero,unknown
Belly,unknown,unknown
Taburete,unknown,unknown
Sean Kingston,unknown,unknown
Solange,alternative r&b,Pop/Rock
Metro Boomin,unknown,unknown
Pase Libre,cumbia,Regional
Orishas,latin hip hop,Urban
Myke Towers,reggaeton,Urban
Cameo Culture,unknown,unknown
Seguridad Social,rock en español,Pop/Rock
Angel Canales,salsa,unknown
Claude Bolling,ragtime,unknown
Jacksepticeye,unknown,unknown
Londonbeat,eurodance,unknown
Traffic,acid rock,Pop/Rock
John Frusciante,unknown,unknown
Mula B,unknown,unknown
Mike WiLL Made-It,unknown,unknown
Flies on the Square Egg,unknown,unknown
Scott Standley,unknown,unknown
Victoria Justice,unknown,unknown
Fernsehserien,unknown,unknown
Barbarita Palacios,folklore argentino,Otros
Los Pequeños Diablos,lullaby,unknown
The Bellas,unknown,unknown
Sam Feldt,tropical house,Electronica
Durand Jones & The Indications,retro soul,Otros
The Crystals,doo-wop,unknown
Iron Butterfly,acid rock,Pop/Rock
Gael Garcia Bernal,unknown,unknown
Dr. Fresch,g-house,Electronica
Yngwie Malmsteen,neoclassical,Otros
Mawi,cumbia,Regional
Cochi e Renato,italian singer-songwriter,unknown
Hakka Mix,unknown,unknown
BM,rkt,unknown
MILIKI,lullaby,unknown
El Bordo,argentine rock,Pop/Rock
Los Nocheros,folklore argentino,Otros
Travis,britpop,Pop/Rock
The Cinematic Orchestra,nu jazz,Otros
Neon Trees,unknown,unknown
Split Enz,new wave,Pop/Rock
turabisu,unknown,unknown
MOTi,big room,unknown
Elis Regina,mpb,unknown
Eddie Vedder,acoustic rock,Pop/Rock
Tokyo Ska Paradise Orchestra,ska,unknown
Bryant Myers,trap latino,Urban
Eleven Fly,unknown,unknown
Río Roma,latin pop,Pop/Rock
La Montra,dembow,unknown
James Tucker,unknown,unknown
D.O.D,unknown,unknown
Mark Lettieri,jazz fusion,Otros
Hypaton,unknown,unknown
Bruno LC,rkt,unknown
DJ JMP,unknown,unknown
Atomic Otro Way,dembow,unknown
Nas,east coast hip hop,Urban
!!!,alternative dance,Pop/Rock
Gloria Estefan,unknown,unknown
Little River Band,soft rock,Pop/Rock
Daniel Caesar,unknown,unknown
Olivia for Now,unknown,unknown
Catbamboo,math rock,Pop/Rock
CZARFACE,unknown,unknown
Forever Came Calling,pop punk,Pop/Rock
Miúcha,bossa nova,unknown
Incognito,acid jazz,Electronica
DVBBS,edm,Electronica
Soledad,folklore argentino,Otros
Enrique Santos Discépolo,tango,Regional
Ñejo & Dalmata,reggaeton,Urban
mxmtoon,bedroom pop,Pop/Rock
Fother Muckers,latin indie,Pop/Rock
Montell Jordan,new jack swing,unknown
Silver Maple,unknown,unknown
Oscar Aleman,swing music,unknown
Jaeden Camstra,lo-fi,unknown
Grace Potter,unknown,unknown
Jon & Vangelis,symphonic rock,Pop/Rock
Disclosure,house,Electronica
Stephen Rennicks,soundtrack,unknown
Pedro Infante,mariachi,unknown
Hank Levy,jazz,Otros
Highup,unknown,unknown
HAIM,unknown,unknown
Alllittup,unknown,unknown
Kochetkovv,unknown,unknown
Joy Again,unknown,unknown
Alberto Pedraza,cumbia sonidera,Regional
Aaron Taylor,neo soul,Otros
Gigolo Y La Exce,trap latino,Urban
Gaby,merengue,unknown
Thelonious Monk,jazz,Otros
Tim_burgandy,unknown,unknown
Dave Winnel,tech house,Electronica
VGR,unknown,unknown
LUX,unknown,unknown
Jon Lajoie,comedy,unknown
Iacho,argentine trap,Urban
Lito Vitale,argentine rock,Pop/Rock
Puppet Master,unknown,unknown
Jeremy Soule,medieval,unknown
Master Q Karaoke,unknown,unknown
Olivia Newton-John,unknown,unknown
Dennis Edwards,motown,unknown
Doris Day,adult standards,unknown
Stellar,unknown,unknown
Alan Parsons,progressive rock,Pop/Rock
Rufus & Chaka Khan,funk,Otros
TwoWorldsApart,unknown,unknown
Astro,slap house,Electronica
Galantis,unknown,unknown
Chon,math rock,Pop/Rock
Alvaro Soler,unknown,unknown
Young Tender,mexican indie,Pop/Rock
Bass Mekanik,bass music,unknown
Randy Crawford,unknown,unknown
Lennon Stella,unknown,unknown
Of Monsters and Men,folk pop,Pop/Rock
10cc,art rock,Pop/Rock
The Warning,unknown,unknown
MEDUZA,unknown,unknown
Anyma,melodic techno,Electronica
Ólafur Arnalds,neoclassical,Otros
Galt MacDermot,unknown,unknown
John Scofield,jazz fusion,Otros
Niklas Dee,hypertechno,Electronica
Toro y Moi,chillwave,unknown
Axel Caram,rkt,unknown
Ernesto Molina,mariachi,unknown
Domenico Modugno,italian singer-songwriter,unknown
French Montana,unknown,unknown
The Rounder Girls,unknown,unknown
MrRevillz,slap house,Electronica
Nelly,unknown,unknown
Latto,unknown,unknown
Foals,indie,Pop/Rock
Riton,house,Electronica
Oliver Heldens,future house,Electronica
The Trammps,disco,unknown
André Rieu,classical,Otros
Adult Swim Smalls,unknown,unknown
Death,death metal,unknown
Edwyn Collins,britpop,Pop/Rock
Apparat,idm,unknown
Lanza Internacional,latin rock,Pop/Rock
Seven Kayne,argentine trap,Urban
Marillion,progressive rock,Pop/Rock
The OneUps,unknown,unknown
Bas,unknown,unknown
EL NOBA,rkt,unknown
Ellie Goulding,unknown,unknown
Julia Sheer,unknown,unknown
New Orleans Jazz Band,big band,unknown
Julian Lennon,unknown,unknown
"Wise ""the Gold Pen""",reggaeton,Urban
Javiielo,rkt,unknown
The Black Crowes,southern rock,Pop/Rock
Los Pibes Chorros,cumbia,Regional
Jan Erik Noske,unknown,unknown
Roy Hargrove,jazz,Otros
Magic & music orchestra,unknown,unknown
Stitches,unknown,unknown
Anuel AA,reggaeton,Urban
Jet,unknown,unknown
ZAAC,funk,Otros
Black Dyke Band,unknown,unknown
Savage Garden,unknown,unknown
Lil Kleine,unknown,unknown
Gregg Allman,southern rock,Pop/Rock
StarBoi3,unknown,unknown
Dominic Fike,unknown,unknown
Dido,unknown,unknown
Alec Benjamin,unknown,unknown
Sebastián Codex,unknown,unknown
Gwen Stefani,unknown,unknown
Aaron Frazer,retro soul,Otros
Nat Adderley,hard bop,unknown
Marilina Ross,argentine rock,Pop/Rock
LemonChamp,cumbia,Regional
Young Nudy,unknown,unknown
Porter Robinson,edm,Electronica
Alfons,epadunk,unknown
Lucas & Steve,future house,Electronica
Peachy!,unknown,unknown
Apollo Brown,underground hip hop,Urban
B.V.S.M.P.,funk melody,Otros
Christine D'Clario,christian,unknown
The Sh-Booms,unknown,unknown
Lucio Dalla,italian singer-songwriter,unknown
Jhayco,,unknown
Stretch,unknown,unknown
Tally Hall,unknown,unknown
Nfasis,dembow,unknown
Tom Tom Club,unknown,unknown
moow,lo-fi,unknown
The Yardbirds,psychedelic rock,Pop/Rock
Louie Ramirez,salsa,unknown
María Martha Serra Lima,bolero,unknown
Patrick Hernandez,disco,unknown
Nyu.,math rock,Pop/Rock
SALES,bedroom pop,Pop/Rock
JOYRYDE,bass house,Electronica
Tom Jones,unknown,unknown
Rino Gaetano,italian singer-songwriter,unknown
Anika Nilles,jazz fusion,Otros
BANDIDO,rkt,unknown
Lil Uzi Vert,melodic rap,Urban
Voice Express,unknown,unknown
The Crusaders,jazz funk,Otros
Julián Serrano,unknown,unknown
Bhaskar,brazilian bass,unknown
Lullabyes,lullaby,unknown
SAYGRACE,unknown,unknown
The Style Council,unknown,unknown
El Soldado,argentine rock,Pop/Rock
Marty Robbins,unknown,unknown
Yusef Lateef,jazz,Otros
Roze Oficial,rkt,unknown
Owin,unknown,unknown
Antony and the Johnsons,chamber pop,Pop/Rock
Average White Band,unknown,unknown
Quarki,unknown,unknown
Music With Edgar,unknown,unknown
Gliese,eurodance,unknown
Nathan Evans,sea shanties,unknown
Cimorelli,unknown,unknown
Paula Sergio,bossa nova,unknown
Harold Faltermeyer,synthpop,Pop/Rock
Dayglow,indie rock,Pop/Rock
Alz X 38,uk drill,Urban
Churupaca,latin folk,Regional
Tee Lopes,unknown,unknown
The Psychedelic Furs,new wave,Pop/Rock
Teenage Bottlerocket,skate punk,Pop/Rock
The Everly Brothers,doo-wop,unknown
Steven Wilson,progressive rock,Pop/Rock
Rose Royce,quiet storm,unknown
swiftly,lo-fi,unknown
Masters of Sound,unknown,unknown
Nelly Furtado,unknown,unknown
Mariah Angeliq,trap latino,Urban
Lil Layth,argentine trap,Urban
Kirin J Callinan,unknown,unknown
Zendaya,unknown,unknown
Jonasu,unknown,unknown
Bridgit Mendler,unknown,unknown
Hot Chelle Rae,unknown,unknown
Bibi Babydoll,phonk,unknown
Seu Jorge,mpb,unknown
Mo-Do,eurodance,unknown
Lucas & The Woods,latin indie,Pop/Rock
Diane Warren,unknown,unknown
Marques Carroll,unknown,unknown
LilDeiry,unknown,unknown
Grupo la Cumbia,cumbia sonidera,Regional
GRAViiTY,psytrance,Electronica
Fabrizio De André,italian singer-songwriter,unknown
